,Airline,Source,Destination,Duration,Total_Stops,Price,Day_of_Journey,Month_of_Journey,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute
346,Jet Airways,Delhi,Cochin,540,1.0,16079,27,5,10,0,19,0
347,Jet Airways,Delhi,Cochin,910,2.0,11507,12,6,21,25,12,35
348,Air India,Kolkata,Banglore,1700,2.0,11542,9,6,9,25,13,45
349,Jet Airways,Banglore,Delhi,180,0.0,7229,24,4,17,45,20,45
350,Jet Airways,Banglore,Delhi,165,0.0,4544,27,4,6,0,8,45
351,IndiGo,Delhi,Cochin,295,1.0,6496,15,5,5,10,10,5
352,IndiGo,Kolkata,Banglore,160,0.0,4804,15,6,21,25,0,5
353,Air India,Banglore,New Delhi,1330,1.0,13439,1,3,11,5,9,15
354,Jet Airways,Delhi,Cochin,610,1.0,6540,27,3,18,15,4,25
355,IndiGo,Banglore,Delhi,170,0.0,4591,1,6,23,30,2,20
356,IndiGo,Banglore,New Delhi,260,1.0,4437,18,3,16,15,20,35
357,Air Asia,Delhi,Cochin,660,1.0,6151,21,3,20,10,7,10
358,Jet Airways,Banglore,Delhi,180,0.0,7754,21,6,17,45,20,45
359,Jet Airways,Delhi,Cochin,1355,1.0,10262,24,6,14,0,12,35
360,Jet Airways,Banglore,Delhi,185,0.0,8016,9,6,18,55,22,0
361,SpiceJet,Kolkata,Banglore,160,0.0,4781,24,3,6,55,9,35
362,Vistara,Banglore,Delhi,170,0.0,4668,27,6,11,30,14,20
363,Air India,Banglore,New Delhi,1265,1.0,14594,6,3,11,50,8,55
364,Jet Airways,Kolkata,Banglore,710,1.0,14231,24,3,16,55,4,45
365,Air India,Delhi,Cochin,1535,1.0,8425,15,5,5,15,6,50
366,Multiple carriers,Delhi,Cochin,925,1.0,9646,12,6,7,5,22,30
367,IndiGo,Chennai,Kolkata,145,0.0,7295,3,3,14,40,17,5
368,Air Asia,Kolkata,Banglore,220,1.0,5162,9,4,6,50,10,30
369,IndiGo,Banglore,New Delhi,175,0.0,6860,9,3,18,25,21,20
370,Vistara,Delhi,Cochin,190,0.0,6216,15,4,6,0,9,10
371,Air Asia,Kolkata,Banglore,710,1.0,5192,24,5,7,35,19,25
372,IndiGo,Banglore,Delhi,170,0.0,4823,9,4,20,0,22,50
373,SpiceJet,Banglore,Delhi,170,0.0,3919,3,4,9,30,12,20
374,IndiGo,Mumbai,Hyderabad,90,0.0,2754,3,6,19,5,20,35
375,Multiple carriers,Delhi,Cochin,690,1.0,9315,9,5,7,30,19,0
376,Multiple carriers,Delhi,Cochin,530,1.0,11667,27,3,10,0,18,50
377,Jet Airways,Kolkata,Banglore,1215,1.0,6224,12,6,8,25,4,40
378,Air India,Kolkata,Banglore,1210,2.0,13349,24,3,9,25,5,35
379,Jet Airways,Banglore,New Delhi,965,1.0,11087,18,3,16,55,9,0
380,Multiple carriers,Delhi,Cochin,755,1.0,15603,6,3,13,0,1,35
381,Jet Airways,Delhi,Cochin,1025,2.0,15129,9,5,19,30,12,35
382,IndiGo,Banglore,Delhi,180,0.0,4823,9,4,16,55,19,55
383,Vistara,Kolkata,Banglore,930,1.0,8452,1,5,7,10,22,40
384,Multiple carriers,Delhi,Cochin,690,1.0,12524,6,6,7,30,19,0
385,SpiceJet,Chennai,Kolkata,140,0.0,3384,27,3,17,45,20,5
386,Jet Airways,Delhi,Cochin,1425,1.0,10262,1,6,19,15,19,0
387,SpiceJet,Mumbai,Hyderabad,90,0.0,1965,18,6,13,15,14,45
388,IndiGo,Kolkata,Banglore,155,0.0,4804,18,5,22,15,0,50
389,Jet Airways,Delhi,Cochin,1485,1.0,16079,27,5,18,15,19,0
390,Jet Airways,Delhi,Cochin,1295,2.0,13292,1,6,21,25,19,0
391,Air Asia,Delhi,Cochin,330,1.0,6751,9,5,7,55,13,25
392,Air India,Delhi,Cochin,735,1.0,8669,15,5,7,0,19,15
393,IndiGo,Delhi,Cochin,485,1.0,14871,3,3,17,30,1,35
394,Jet Airways,Delhi,Cochin,300,1.0,12898,21,5,14,0,19,0
395,SpiceJet,Banglore,Delhi,170,0.0,3919,6,6,9,30,12,20
396,Multiple carriers,Delhi,Cochin,385,1.0,36983,1,3,12,50,19,15
397,IndiGo,Chennai,Kolkata,140,0.0,3597,3,6,19,35,21,55
398,Air India,Banglore,New Delhi,165,0.0,10741,9,3,17,0,19,45
399,Air India,Kolkata,Banglore,765,2.0,11432,6,6,16,50,5,35
400,Jet Airways,Banglore,New Delhi,950,1.0,11087,12,3,18,55,10,45
401,Jet Airways,Delhi,Cochin,1620,2.0,13292,3,6,9,35,12,35
402,Air India,Delhi,Cochin,1585,3.0,10493,15,6,5,15,7,40
403,GoAir,Banglore,New Delhi,175,0.0,7631,9,3,7,45,10,40
404,Air India,Delhi,Cochin,1490,2.0,13381,6,6,6,50,7,40
405,Jet Airways,Kolkata,Banglore,520,1.0,13731,6,6,20,0,4,40
406,Air India,Delhi,Cochin,1545,2.0,11911,21,5,5,55,7,40
407,IndiGo,Banglore,Delhi,170,0.0,4591,18,4,23,30,2,20
408,Multiple carriers,Delhi,Cochin,375,1.0,14848,3,6,13,0,19,15
409,Multiple carriers,Delhi,Cochin,630,1.0,8266,12,6,8,45,19,15
410,Air India,Delhi,Cochin,1560,2.0,12392,18,5,17,15,19,15
411,Jet Airways,Kolkata,Banglore,1025,1.0,13044,12,6,18,55,12,0
412,Jet Airways,Delhi,Cochin,1280,1.0,12898,21,5,7,5,4,25
413,Jet Airways,Delhi,Cochin,335,1.0,12242,21,3,22,50,4,25
414,IndiGo,Banglore,Delhi,170,0.0,3943,18,5,10,10,13,0
415,Vistara,Kolkata,Banglore,1550,1.0,11105,24,3,20,20,22,10
416,Jet Airways,Kolkata,Banglore,730,1.0,14388,12,5,21,10,9,20
417,Jet Airways,Delhi,Cochin,1025,2.0,13014,18,5,19,30,12,35
418,Multiple carriers,Delhi,Cochin,510,1.0,15411,6,3,10,20,18,50
419,Jet Airways,Delhi,Cochin,1385,1.0,16289,9,3,19,45,18,50
420,IndiGo,Delhi,Cochin,560,1.0,6442,15,5,6,50,16,10
421,Jet Airways,Kolkata,Banglore,475,1.0,10844,18,5,8,25,16,20
422,Jet Airways,Mumbai,Hyderabad,90,0.0,5678,18,5,10,20,11,50
423,IndiGo,Banglore,Delhi,170,0.0,6906,12,4,23,30,2,20
424,SpiceJet,Chennai,Kolkata,135,0.0,3543,21,5,9,45,12,0
425,Jet Airways,Delhi,Cochin,600,1.0,14714,6,6,9,0,19,0
426,Vistara Premium economy,Banglore,New Delhi,155,0.0,11793,3,3,16,0,18,35
427,Multiple carriers,Delhi,Cochin,465,1.0,14323,15,5,11,30,19,15
428,SpiceJet,Banglore,Delhi,175,0.0,3971,9,4,21,10,0,5
429,Vistara,Kolkata,Banglore,1580,1.0,8452,6,5,20,20,22,40
430,Vistara,Banglore,Delhi,160,0.0,5403,12,4,7,0,9,40
431,Multiple carriers,Delhi,Cochin,660,1.0,13727,9,5,10,0,21,0
432,Air India,Kolkata,Banglore,1165,2.0,12639,1,4,10,0,5,25
433,Jet Airways,Banglore,Delhi,175,0.0,5198,18,4,15,15,18,10
434,Vistara,Banglore,Delhi,165,0.0,4878,1,6,19,30,22,15
435,Jet Airways,Delhi,Cochin,1395,1.0,12373,18,5,19,45,19,0
436,Multiple carriers,Delhi,Cochin,540,1.0,8552,3,3,7,10,16,10
437,Vistara,Delhi,Cochin,190,0.0,6741,21,4,14,40,17,50
438,Multiple carriers,Delhi,Cochin,385,1.0,6481,9,4,12,50,19,15
439,Multiple carriers,Delhi,Cochin,520,1.0,7354,6,6,10,35,19,15
440,Air India,Banglore,Delhi,170,0.0,5228,21,4,21,5,23,55
441,Jet Airways,Kolkata,Banglore,740,1.0,10844,12,5,8,25,20,45
442,IndiGo,Delhi,Cochin,320,1.0,6347,18,5,6,50,12,10
443,Air India,Banglore,New Delhi,240,1.0,5013,15,3,8,15,12,15
444,Jet Airways,Kolkata,Banglore,585,1.0,9663,9,6,18,55,4,40
445,IndiGo,Banglore,Delhi,175,0.0,4823,6,4,18,25,21,20
446,Air India,Delhi,Cochin,1580,2.0,13381,24,6,16,55,19,15
447,SpiceJet,Chennai,Kolkata,135,0.0,3543,1,6,9,45,12,0
448,Jet Airways,Kolkata,Banglore,585,1.0,9663,15,5,18,55,4,40
449,Jet Airways,Kolkata,Banglore,1495,1.0,7064,1,4,18,55,19,50
450,Jet Airways,Delhi,Cochin,715,1.0,10262,9,6,7,5,19,0
451,Air India,Delhi,Cochin,500,2.0,13013,1,6,10,55,19,15
452,Jet Airways,Delhi,Cochin,1045,2.0,15339,27,6,19,10,12,35
453,GoAir,Banglore,Delhi,170,0.0,4937,18,4,11,40,14,30
454,IndiGo,Delhi,Cochin,425,1.0,6818,6,6,5,5,12,10
455,Air India,Delhi,Cochin,1275,2.0,10441,18,5,22,0,19,15
456,Jet Airways,Delhi,Cochin,300,1.0,5177,3,4,14,0,19,0
457,IndiGo,Chennai,Kolkata,145,0.0,3858,27,6,11,35,14,0
458,IndiGo,Kolkata,Banglore,315,1.0,6534,18,5,21,0,2,15
459,Multiple carriers,Delhi,Cochin,910,1.0,6795,15,6,10,20,1,30
460,Multiple carriers,Delhi,Cochin,705,1.0,9736,3,6,7,30,19,15
461,Jet Airways,Banglore,Delhi,180,0.0,7229,1,5,19,50,22,50
462,SpiceJet,Delhi,Cochin,295,1.0,4957,24,4,17,55,22,50
463,IndiGo,Banglore,New Delhi,165,0.0,7648,9,3,6,0,8,45
464,SpiceJet,Kolkata,Banglore,150,0.0,3873,15,6,14,55,17,25
465,Jet Airways,Kolkata,Banglore,585,1.0,14388,12,5,18,55,4,40
466,IndiGo,Kolkata,Banglore,160,0.0,5618,6,3,17,15,19,55
467,Multiple carriers,Delhi,Cochin,390,1.0,7408,9,6,19,0,1,30
468,Air Asia,Delhi,Cochin,330,1.0,13774,3,3,16,45,22,15
469,Vistara,Banglore,Delhi,160,0.0,4668,3,5,7,0,9,40
470,Jet Airways,Delhi,Cochin,2045,2.0,13082,21,3,18,20,4,25
471,Air India,Delhi,Cochin,925,1.0,8669,3,6,3,50,19,15
472,IndiGo,Delhi,Cochin,570,1.0,6316,24,6,16,0,1,30
473,Jet Airways,Delhi,Cochin,365,1.0,12583,6,3,22,20,4,25
474,Vistara,Banglore,New Delhi,160,0.0,7923,9,3,16,10,18,50
475,GoAir,Delhi,Cochin,350,1.0,7378,3,3,7,0,12,50
476,Vistara,Banglore,Delhi,165,0.0,4878,3,6,19,30,22,15
477,Jet Airways,Kolkata,Banglore,1640,1.0,10844,18,5,16,30,19,50
478,Jet Airways,Banglore,Delhi,180,0.0,7229,3,4,8,20,11,20
479,SpiceJet,Delhi,Cochin,315,1.0,6297,21,5,6,5,11,20
480,Jet Airways,Kolkata,Banglore,960,1.0,8529,12,6,20,0,12,0
481,Multiple carriers,Delhi,Cochin,420,1.0,13727,18,5,14,0,21,0
482,SpiceJet,Kolkata,Banglore,520,1.0,6643,24,5,8,35,17,15
483,Multiple carriers,Delhi,Cochin,540,1.0,10197,9,5,10,0,19,0
484,SpiceJet,Kolkata,Banglore,140,0.0,4911,21,4,22,20,0,40
485,IndiGo,Chennai,Kolkata,140,0.0,6482,6,3,5,15,7,35
486,Jet Airways,Banglore,New Delhi,380,1.0,26890,1,3,8,55,15,15
487,IndiGo,Kolkata,Banglore,265,1.0,3717,18,5,19,20,23,45
488,IndiGo,Chennai,Kolkata,140,0.0,3597,1,6,13,15,15,35
489,Air India,Banglore,New Delhi,665,2.0,10846,18,3,11,5,22,10
490,Air India,Banglore,New Delhi,1015,1.0,14069,1,3,5,50,22,45
491,Jet Airways,Delhi,Cochin,825,1.0,5177,1,4,22,50,12,35
492,Air India,Delhi,Cochin,1545,2.0,14641,6,3,5,55,7,40
493,IndiGo,Delhi,Cochin,835,1.0,6442,6,6,8,35,22,30
494,Air India,Delhi,Cochin,315,1.0,5704,21,3,17,45,23,0
495,Jet Airways,Kolkata,Banglore,1155,1.0,9663,6,5,14,5,9,20
496,Jet Airways,Delhi,Cochin,450,1.0,14714,6,6,20,55,4,25
497,Jet Airways,Delhi,Cochin,540,1.0,5406,1,4,10,0,19,0
498,Vistara,Kolkata,Banglore,1440,1.0,8610,15,5,20,20,20,20
499,Jet Airways,Delhi,Cochin,1090,2.0,14237,12,6,18,25,12,35
500,IndiGo,Banglore,Delhi,175,0.0,4823,9,6,7,10,10,5
501,IndiGo,Mumbai,Hyderabad,90,0.0,2227,27,3,20,5,21,35
502,Jet Airways,Delhi,Cochin,1280,1.0,12373,18,5,7,5,4,25
503,Air India,Delhi,Cochin,375,1.0,8372,6,6,13,0,19,15
504,Jet Airways,Delhi,Cochin,870,1.0,17024,3,3,13,55,4,25
505,Air India,Mumbai,Hyderabad,80,0.0,3100,27,5,21,5,22,25
506,Jet Airways,Delhi,Cochin,775,1.0,14053,9,3,6,50,19,45
507,IndiGo,Chennai,Kolkata,145,0.0,3540,9,5,5,15,7,40
508,Vistara,Kolkata,Banglore,1350,1.0,9345,21,5,20,20,18,50
509,Jet Airways,Delhi,Cochin,1375,2.0,10368,1,6,5,30,4,25
510,Jet Airways,Banglore,New Delhi,325,1.0,26890,1,3,7,0,12,25
511,SpiceJet,Mumbai,Hyderabad,85,0.0,5755,9,3,8,50,10,15
512,Jet Airways,Banglore,New Delhi,435,1.0,7832,21,3,8,55,16,10
513,Jet Airways,Kolkata,Banglore,740,1.0,14388,6,5,8,25,20,45
514,Air India,Delhi,Cochin,1210,2.0,8839,27,6,13,15,9,25
515,Air India,Delhi,Cochin,1275,2.0,22096,3,3,22,0,19,15
516,Vistara,Chennai,Kolkata,135,0.0,3687,27,5,7,5,9,20
517,Multiple carriers,Delhi,Cochin,630,1.0,9627,15,5,8,30,19,0
518,Multiple carriers,Delhi,Cochin,845,1.0,13542,21,3,11,30,1,35
519,IndiGo,Banglore,Delhi,170,0.0,4423,27,4,4,0,6,50
520,IndiGo,Delhi,Cochin,985,2.0,8899,3,3,4,55,21,20
521,SpiceJet,Delhi,Cochin,315,1.0,5583,21,4,6,5,11,20
522,Air Asia,Delhi,Cochin,830,1.0,6752,27,5,16,45,6,35
523,SpiceJet,Chennai,Kolkata,135,0.0,3543,21,5,8,20,10,35
524,Jet Airways,Banglore,New Delhi,435,1.0,7832,21,3,8,0,15,15
525,Air India,Kolkata,Banglore,1625,2.0,10991,1,5,5,50,8,55
526,Jet Airways,Delhi,Cochin,1655,1.0,12898,27,5,9,0,12,35
527,Jet Airways,Delhi,Cochin,300,1.0,12898,27,5,14,0,19,0
528,GoAir,Banglore,Delhi,170,0.0,3398,24,5,11,40,14,30
529,Air India,Delhi,Cochin,170,0.0,5201,24,4,5,10,8,0
530,Air India,Kolkata,Banglore,920,2.0,13873,6,5,10,0,1,20
531,Air India,Delhi,Cochin,320,1.0,7384,15,6,17,40,23,0
532,Jet Airways,Delhi,Cochin,610,1.0,10262,6,6,18,15,4,25
533,Jet Airways,Kolkata,Banglore,1655,1.0,10031,24,3,8,25,12,0
534,Jet Airways,Kolkata,Banglore,575,1.0,12384,6,5,9,35,19,10
535,Jet Airways,Kolkata,Banglore,1690,1.0,7757,9,5,14,5,18,15
536,Jet Airways,Banglore,New Delhi,840,1.0,17261,6,3,21,25,11,25
537,SpiceJet,Chennai,Kolkata,155,0.0,7298,1,3,9,30,12,5
538,Jet Airways,Banglore,Delhi,175,0.0,7229,6,4,15,15,18,10
539,IndiGo,Kolkata,Banglore,155,0.0,4174,1,4,4,40,7,15
540,IndiGo,Kolkata,Banglore,280,1.0,5699,18,5,17,35,22,15
541,Air India,Kolkata,Banglore,150,0.0,4880,24,4,14,15,16,45
542,Air India,Delhi,Cochin,675,1.0,15284,6,3,8,0,19,15
543,Jet Airways,Kolkata,Banglore,475,1.0,13759,24,3,8,25,16,20
544,Vistara,Kolkata,Banglore,530,1.0,16092,24,3,9,55,18,45
545,IndiGo,Mumbai,Hyderabad,85,0.0,4392,9,3,6,20,7,45
546,Jet Airways,Delhi,Cochin,940,1.0,10262,24,6,20,55,12,35
547,SpiceJet,Kolkata,Banglore,155,0.0,3841,12,6,6,55,9,30
548,GoAir,Banglore,Delhi,175,0.0,5048,1,6,7,45,10,40
549,Air India,Kolkata,Banglore,805,1.0,11096,21,5,7,0,20,25
550,IndiGo,Delhi,Cochin,275,1.0,5073,24,4,7,35,12,10
551,Jet Airways,Delhi,Cochin,1110,1.0,19828,3,3,9,55,4,25
552,Vistara,Chennai,Kolkata,135,0.0,3739,21,3,7,5,9,20
553,Air India,Delhi,Cochin,2295,2.0,10598,9,3,5,0,19,15
554,Jet Airways,Banglore,Delhi,185,0.0,7229,15,6,18,55,22,0
555,Vistara,Kolkata,Banglore,1550,1.0,8610,1,4,17,0,18,50
556,Vistara,Delhi,Cochin,190,0.0,6216,9,5,14,40,17,50
557,Air India,Banglore,Delhi,170,0.0,6961,9,6,13,20,16,10
558,Jet Airways,Kolkata,Banglore,690,1.0,10703,6,5,9,35,21,5
559,Jet Airways,Kolkata,Banglore,395,1.0,14151,15,5,17,0,23,35
560,Jet Airways,Kolkata,Banglore,1655,1.0,8586,9,5,6,30,10,5
561,IndiGo,Kolkata,Banglore,155,0.0,4488,12,4,20,20,22,55
562,Multiple carriers,Delhi,Cochin,450,1.0,7408,15,6,18,0,1,30
563,Jet Airways,Delhi,Cochin,195,0.0,5443,18,4,11,0,14,15
564,Jet Airways,Kolkata,Banglore,575,1.0,10539,12,6,9,35,19,10
565,Multiple carriers,Delhi,Cochin,750,1.0,7723,1,6,13,0,1,30
566,Multiple carriers,Delhi,Cochin,680,1.0,15411,6,3,7,30,18,50
567,Jet Airways,Banglore,Delhi,180,0.0,7229,21,5,7,10,10,10
568,IndiGo,Kolkata,Banglore,155,0.0,4804,21,6,20,20,22,55
569,Jet Airways,Mumbai,Hyderabad,90,0.0,4050,3,3,2,55,4,25
570,Jet Airways,Kolkata,Banglore,1570,1.0,14151,18,5,17,0,19,10
571,SpiceJet,Delhi,Cochin,295,1.0,4957,6,4,17,55,22,50
572,Air India,Banglore,New Delhi,165,0.0,7591,3,3,21,10,23,55
573,Jet Airways,Kolkata,Banglore,520,1.0,11134,24,3,13,55,22,35
574,IndiGo,Delhi,Cochin,425,1.0,6600,27,5,5,5,12,10
575,Air India,Banglore,New Delhi,165,0.0,4966,9,3,21,10,23,55
576,Air India,Delhi,Cochin,1490,2.0,15481,1,6,6,50,7,40
577,SpiceJet,Kolkata,Banglore,140,0.0,5515,1,3,22,20,0,40
578,Jet Airways,Delhi,Cochin,660,1.0,14714,15,6,8,0,19,0
579,GoAir,Delhi,Cochin,540,1.0,4959,15,6,10,35,19,35
580,Jet Airways,Banglore,Delhi,175,0.0,7229,21,4,11,10,14,5
581,Air India,Delhi,Cochin,185,0.0,6094,15,5,18,5,21,10
582,Air Asia,Kolkata,Banglore,155,0.0,4409,24,4,10,20,12,55
583,Multiple carriers,Delhi,Cochin,780,1.0,9794,18,5,6,0,19,0
584,Jet Airways,Mumbai,Hyderabad,85,0.0,5678,3,4,2,55,4,20
585,IndiGo,Delhi,Cochin,455,1.0,6442,15,6,8,35,16,10
586,Vistara,Banglore,Delhi,160,0.0,4878,18,5,7,0,9,40
587,Jet Airways,Kolkata,Banglore,775,1.0,12446,24,3,21,10,10,5
588,Jet Airways,Delhi,Cochin,1760,2.0,16704,9,5,23,5,4,25
589,Jet Airways,Banglore,New Delhi,300,1.0,9134,15,3,5,45,10,45
590,Jet Airways,Kolkata,Banglore,520,1.0,8586,15,5,20,0,4,40
591,Jet Airways,Banglore,Delhi,180,0.0,7229,1,6,7,10,10,10
592,Jet Airways,Banglore,Delhi,180,0.0,6144,21,4,7,10,10,10
593,Air India,Banglore,Delhi,165,0.0,6961,18,5,10,0,12,45
594,Jet Airways,Kolkata,Banglore,730,1.0,10844,9,5,16,30,4,40
595,IndiGo,Chennai,Kolkata,140,0.0,3597,21,5,19,35,21,55
596,SpiceJet,Banglore,New Delhi,475,1.0,7139,21,3,10,20,18,15
597,Air India,Mumbai,Hyderabad,1775,2.0,25139,6,3,9,40,15,15
598,Jet Airways,Delhi,Cochin,1615,2.0,10368,1,6,9,40,12,35
599,Air India,Delhi,Cochin,765,1.0,5117,6,4,20,40,9,25
600,Multiple carriers,Delhi,Cochin,455,1.0,9211,18,5,11,40,19,15
601,SpiceJet,Kolkata,Banglore,150,0.0,4174,15,4,17,10,19,40
602,Multiple carriers,Delhi,Cochin,705,1.0,10786,27,5,7,30,19,15
603,Jet Airways,Banglore,New Delhi,1420,1.0,9134,15,3,8,0,7,40
604,Jet Airways,Delhi,Cochin,830,2.0,13376,1,6,14,35,4,25
605,Air India,Banglore,New Delhi,770,1.0,6955,21,3,22,0,10,50
606,Jet Airways,Kolkata,Banglore,590,1.0,10844,9,5,8,25,18,15
607,Air Asia,Kolkata,Banglore,150,0.0,3807,1,4,19,55,22,25
608,Jet Airways,Kolkata,Banglore,1315,1.0,9663,1,5,14,5,12,0
609,Jet Airways,Delhi,Cochin,1570,1.0,12373,9,5,2,15,4,25
610,SpiceJet,Banglore,Delhi,175,0.0,4991,1,5,21,10,0,5
611,Air India,Delhi,Cochin,1215,1.0,6745,21,3,23,0,19,15
612,Jet Airways,Delhi,Cochin,1210,1.0,10262,15,6,22,50,19,0
613,Jet Airways,Delhi,Cochin,655,1.0,6540,27,3,17,30,4,25
614,SpiceJet,Kolkata,Banglore,150,0.0,3873,6,4,17,10,19,40
615,Jet Airways,Delhi,Cochin,1270,1.0,15554,9,5,21,50,19,0
616,IndiGo,Kolkata,Banglore,155,0.0,4804,27,5,20,20,22,55
617,Jet Airways,Delhi,Cochin,1240,1.0,7438,27,3,23,5,19,45
618,Air Asia,Banglore,Delhi,170,0.0,6181,3,5,4,55,7,45
619,Multiple carriers,Delhi,Cochin,390,1.0,9424,1,5,19,0,1,30
620,Air India,Banglore,New Delhi,1800,2.0,12725,12,3,17,25,23,25
621,Air India,Banglore,New Delhi,790,1.0,6046,15,3,8,15,21,25
622,SpiceJet,Banglore,Delhi,175,0.0,3971,15,6,21,10,0,5
623,Jet Airways,Kolkata,Banglore,1080,1.0,12692,6,6,20,25,14,25
624,IndiGo,Delhi,Cochin,480,1.0,7451,6,3,14,20,22,20
625,Jet Airways,Banglore,New Delhi,525,1.0,13817,12,3,22,55,7,40
626,Jet Airways,Kolkata,Banglore,750,1.0,10703,6,5,9,35,22,5
627,Jet Airways,Banglore,New Delhi,800,1.0,13817,12,3,21,25,10,45
628,Jet Airways,Banglore,New Delhi,370,1.0,27210,15,3,22,55,5,5
629,Jet Airways,Kolkata,Banglore,450,1.0,13941,18,5,21,10,4,40
630,Air India,Banglore,New Delhi,1155,1.0,10246,1,3,17,0,12,15
631,IndiGo,Kolkata,Banglore,155,0.0,4804,6,5,17,15,19,50
632,Air Asia,Kolkata,Banglore,720,1.0,6810,6,6,22,40,10,40
633,Jet Airways,Banglore,Delhi,180,0.0,5198,1,5,8,20,11,20
634,Vistara,Banglore,Delhi,170,0.0,5613,3,5,21,0,23,50
635,IndiGo,Mumbai,Hyderabad,85,0.0,4784,3,3,21,20,22,45
636,Jet Airways,Delhi,Cochin,1385,1.0,5406,21,3,19,45,18,50
637,Air India,Banglore,Delhi,170,0.0,5228,27,4,13,20,16,10
638,Jet Airways,Delhi,Cochin,1325,1.0,12898,27,5,20,55,19,0
639,Air India,Chennai,Kolkata,135,0.0,4667,15,6,11,40,13,55
640,Jet Airways,Kolkata,Banglore,345,1.0,14781,21,5,14,5,19,50
641,Vistara,Banglore,Delhi,170,0.0,5403,21,4,9,45,12,35
642,Jet Airways,Kolkata,Banglore,570,1.0,9899,12,6,14,5,23,35
643,Jet Airways,Delhi,Cochin,535,2.0,13029,21,5,19,30,4,25
644,Vistara,Kolkata,Banglore,1065,1.0,9187,18,5,17,0,10,45
645,IndiGo,Banglore,Delhi,170,0.0,4823,24,5,20,0,22,50
646,Air India,Delhi,Cochin,1305,2.0,8665,27,3,21,30,19,15
647,IndiGo,Delhi,Cochin,755,1.0,14871,6,3,8,25,21,0
648,IndiGo,Mumbai,Hyderabad,90,0.0,4049,21,6,6,25,7,55
649,Air India,Chennai,Kolkata,135,0.0,4667,12,6,11,40,13,55
650,IndiGo,Kolkata,Banglore,235,1.0,4226,9,4,19,55,23,50
651,Air India,Banglore,New Delhi,165,0.0,7591,3,3,6,10,8,55
652,Jet Airways,Banglore,New Delhi,450,1.0,19225,6,3,5,45,13,15
653,Jet Airways,Delhi,Cochin,1040,1.0,12898,27,5,19,15,12,35
654,IndiGo,Mumbai,Hyderabad,90,0.0,2754,9,6,12,0,13,30
655,SpiceJet,Mumbai,Hyderabad,90,0.0,1965,3,5,13,15,14,45
656,Air India,Kolkata,Banglore,1830,2.0,12835,24,3,16,45,23,15
657,Jet Airways Business,Banglore,New Delhi,300,1.0,52229,1,3,5,45,10,45
658,Multiple carriers,Delhi,Cochin,675,1.0,14533,15,5,8,0,19,15
659,Vistara,Banglore,Delhi,170,0.0,4668,24,6,9,45,12,35
660,Jet Airways,Delhi,Cochin,1145,1.0,11822,9,4,17,30,12,35
661,Jet Airways,Delhi,Cochin,395,1.0,6017,27,3,21,50,4,25
662,Jet Airways,Delhi,Cochin,450,1.0,14714,9,6,11,30,19,0
663,SpiceJet,Chennai,Kolkata,135,0.0,3597,9,6,8,20,10,35
664,Air Asia,Banglore,Delhi,165,0.0,3383,24,4,11,10,13,55
665,Air India,Kolkata,Banglore,765,2.0,11642,18,5,16,50,5,35
666,Vistara,Banglore,Delhi,170,0.0,5403,27,4,21,0,23,50
667,Air India,Delhi,Cochin,1595,2.0,14221,3,3,16,40,19,15
668,Jet Airways,Kolkata,Banglore,775,1.0,8586,18,5,21,10,10,5
669,IndiGo,Mumbai,Hyderabad,90,0.0,4049,12,6,9,10,10,40
670,Jet Airways,Delhi,Cochin,520,1.0,10262,3,6,19,45,4,25
671,Multiple carriers,Delhi,Cochin,840,1.0,7888,21,5,7,0,21,0
672,Air India,Delhi,Cochin,1410,2.0,8236,21,3,19,45,19,15
673,Air India,Delhi,Cochin,1795,2.0,12961,6,6,13,20,19,15
674,Jet Airways,Kolkata,Banglore,1330,1.0,8586,9,5,6,30,4,40
675,IndiGo,Kolkata,Banglore,290,1.0,5279,18,5,8,10,13,0
676,GoAir,Banglore,Delhi,165,0.0,3419,18,6,20,55,23,40
677,Jet Airways,Delhi,Cochin,810,2.0,13292,15,6,5,30,19,0
678,Jet Airways,Kolkata,Banglore,800,1.0,13067,15,5,20,25,9,45
679,IndiGo,Chennai,Kolkata,140,0.0,3597,3,5,13,15,15,35
680,Jet Airways,Delhi,Cochin,715,1.0,15554,18,5,7,5,19,0
681,IndiGo,Delhi,Cochin,310,1.0,6027,15,5,17,5,22,15
682,Jet Airways,Kolkata,Banglore,705,1.0,14781,9,5,6,30,18,15
683,Jet Airways,Delhi,Cochin,830,2.0,13376,1,6,14,35,4,25
684,IndiGo,Banglore,Delhi,180,0.0,3943,27,5,21,15,0,15
685,GoAir,Delhi,Cochin,370,1.0,5842,12,6,7,25,13,35
686,IndiGo,Chennai,Kolkata,140,0.0,4326,15,3,5,15,7,35
687,Multiple carriers,Delhi,Cochin,645,1.0,8937,1,6,8,30,19,15
688,Air India,Chennai,Kolkata,135,0.0,3670,21,3,11,40,13,55
689,IndiGo,Banglore,Delhi,175,0.0,4823,18,6,18,25,21,20
690,Jet Airways,Mumbai,Hyderabad,90,0.0,2071,3,4,19,35,21,5
691,Multiple carriers,Delhi,Cochin,455,1.0,6093,27,6,14,55,22,30
692,Vistara,Kolkata,Banglore,1595,1.0,11682,24,3,20,20,22,55
693,IndiGo,Banglore,New Delhi,285,1.0,7774,3,3,5,25,10,10
